name,url,delay_ms,width,height,codec,bitrate_kb,status
江苏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226491/1.m3u8,0,,,,0,失败
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],25,,,,0,失败
潍坊电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=wfdst,4001,,,,0,失败
港剧职场日记,https://live.ottiptv.cc/huya/23903164,1459,,,,0,有效
鹿鼎记小春版,http://tv.zimtv.cn/tv/player/api/huya.php?id=23865080,1235,,,,0,有效
胥渡吧直播号,https://live.ottiptv.cc/douyu/2040822,1251,,,,0,有效
日照电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=rzdst,4001,,,,0,失败
amc电影台,https://ha.msbot.dpdns.org/4gtv_api.php?id=39,52,,,,0,失败
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd,1082,,,,0,有效
山东卫视,http://192.151.150.154/live/sdwshd.m3u8,314,,,,0,有效
临沂电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=lydst,4001,,,,0,失败
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8,25,,,,0,失败
经典拳赛,https://live.ottiptv.cc/douyu/9412138,1536,,,,0,有效
小虎牙-jPhz6R8hIC,https://live.ottiptv.cc/huya/11352918,1524,,,,0,有效
汪清,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild,360,,,,0,有效
次元新番院线君,https://live.ottiptv.cc/huya/11352951,2623,,,,0,有效
德州电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=dzdst,4000,,,,0,失败
大连生活,http://216.75.129.13:5236/ytds.php?l=1&type=play&id=lndltv2,4000,,,,0,失败
美亚电影,https://hls-gateway.vpstv.net/streams/709286.m3u8,95,,,,0,失败
CETV4,http://117.161.12.124/live/program/live/zgjy4hd8m/8000000/mnf.m3u8,4000,,,,0,失败
陕西卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8,4002,,,,0,失败
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend,25,,,,0,失败
电影黑匣子,https://live.ottiptv.cc/douyu/8706652,901,,,,0,有效
山东卫视,http://bztv.tvbus.cc:8081/cdnlive/sdws.m3u8,211,,,,0,有效
聊城电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=lcdst,4002,,,,0,失败
玛纳斯,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd,527,,,,0,有效
老雷,https://live.ottiptv.cc/huya/11602034,1343,,,,0,有效
CETV4,http://221.221.153.193:8888/rtp/239.3.1.56:4120,4001,,,,0,失败
美亚电影,https://hls-gateway.vpstv.net/streams/708901.m3u8,49,,,,0,失败
山东卫视,http://173.208.212.130:8181/720p/sdws.m3u8,176,,,,0,有效
陕西卫视 (576p),http://223.110.245.139/PLTV/4/224/3221227022/index.m3u8,4001,,,,0,失败
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend,25,,,,0,失败
小侠来了,https://live.ottiptv.cc/douyu/9734042,1045,,,,0,有效
滨州电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=bzdst,4001,,,,0,失败
法证先锋4,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465861,251,,,,0,失败
珲春新闻,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild,299,,,,0,有效
我是一颗小虎牙,https://live.ottiptv.cc/huya/24314166,1639,,,,0,有效
CETV4,http://1.82.144.44:4022/rtp/239.109.205.49:8328,4001,,,,0,失败
没有你陪伴我真的好孤单.冷漠,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjdHE4gUogP7YjwI.mp4,946,,,,0,失败
陕西卫视 (540p),http://112.25.48.68/live/program/live/sxws/1300000/mnf.m3u8,4001,,,,0,失败
集安综合 [Geo-blocked],https://stream2.jlntv.cn/ja/sd/live.m3u8,277,,,,0,有效
江西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010060,4002,,,,0,失败
菏泽电视台,http://223.111.150.99:2005/difangtai/shandong.php?id=hzdst,4001,,,,0,失败
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend?,25,,,,0,失败
山东卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000004000020424&livemode=1&stbId=yu&mode=1&$8M,433,,,,0,失败
CETV4,http://1.82.144.44:4022/rtp/239.111.205.169:5140,4001,,,,0,失败
鹿鼎记小春版,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23865080,240,,,,0,失败
小小鹿老师,https://live.ottiptv.cc/douyu/9442889,1591,,,,0,有效
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild,301,,,,0,有效
隨州綜合 (720p) [Not 24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8,4001,,,,0,失败
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws,4001,,,,0,失败
娥姐来了,https://live.ottiptv.cc/huya/23734234,1925,,,,0,有效
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd,4001,,,,0,失败
霸州公共頻道 (576p) [Not 24/7],http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8,226,,,,0,失败
山东卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000010000027763&livemode=1&stbId=yu&mode=1&$4M,208,,,,0,失败
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8,26,,,,0,失败
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8,4001,,,,0,失败
看电影了没V,https://live.ottiptv.cc/douyu/9562616,1261,,,,0,有效
隨州農村 (720p) [Not 24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8,4001,,,,0,失败
影迷数位电影,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34868,2663,,,,0,有效
江西卫视,http://goo.bkpcp.top/mg/jxws,4000,,,,0,失败
磐石,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild,296,,,,0,有效
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd,4002,,,,0,失败
影迷数位电影,https://hls-gateway.vpstv.net/streams/708907.m3u8,34,,,,0,失败
恋恋风尘,https://vdse.bdstatic.com//b8ec524afd0fe193cdfce15a2174ea8a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-11-19T00%3A40%3A46Z%2F-1%2Fhost%2F0407166582aa9e2f8ecceee86e18bfd80e53d947763709ade5d48f08939db2e1&vid=11712397872076047919,1802,,,,0,有效
江西卫视,http://[2409:8087:1a01:df::4027]:80/TVOD/88888888/224/3221225935/main.m3u8,0,,,,0,失败
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8,215,,,,0,有效
霸州少兒頻道 (576p) [Not 24/7],http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8,220,,,,0,失败
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],55,,,,0,失败
山东卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=7347081113971056899&livemode=1&stbId=yu&mode=1&$2M,281,,,,0,失败
舒兰新闻,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild,278,,,,0,有效
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd,445,,,,0,失败
正经纪录片,https://live.ottiptv.cc/huya/23860049,1947,,,,0,有效
影迷数位电影,https://ha.msbot.dpdns.org/4gtv_api.php?id=40,39,,,,0,失败
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8,4001,,,,0,失败
江西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796511.m3u8,30,,,,0,失败
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend,25,,,,0,失败
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=7S9SpX&tk=FgM0vQMejxvG,491,,,,0,有效
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8,2410,,,,0,有效
辉南新闻,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild,256,,,,0,有效
春天的希望小仙子,https://live.ottiptv.cc/huya/30080231,1775,,,,0,有效
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8,4000,,,,0,失败
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=fddcc05dc0245329d3208607a5b1f5a1980bc31a7ced510e345af6cc68f5b86d2d9178b45706a0b6a0ceddc82ce06e53375cfedbc96fd0b00c12195c7d77b6f23811a67970bcfeb47629aa5aa6,2631,,,,0,失败
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=O5QZhN&tk=FgM0vQMejxvG,145,,,,0,有效
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd,4001,,,,0,失败
江西卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8,0,,,,0,失败
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8,25,,,,0,失败
淘电影,http://kkk.888.3116598.xyz/api.php?n=tttt&id=3zGbfB&tk=FgM0vQMejxvG,288,,,,0,有效
楚哥说电影,https://live.ottiptv.cc/douyu/9375743,1922,,,,0,有效
山东卫视,http://218.13.170.98:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0,390,,,,0,有效
通化县,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild,288,,,,0,有效
甄学唠嗑家,https://live.ottiptv.cc/huya/30080159,2347,,,,0,有效
真香动漫解说,https://live.ottiptv.cc/douyu/9391292,1639,,,,0,有效
影迷数位电影,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv011&token=https://t.me/GPT_858,4001,,,,0,失败
张卫健孙悟空,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465860,739,,,,0,有效
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=vNBzZk&tk=FgM0vQMejxvG,146,,,,0,有效
经典电影,http://kkk.888.3116598.xyz/api.php?n=tttt&id=BZITeT&tk=FgM0vQMejxvG,145,,,,0,有效
江西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226504/index.m3u8,0,,,,0,失败
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],26,,,,0,失败
山东卫视,http://smzb.bypbwxx.top/lvdou/zhibojm-weishi-ws.php?token=d0787ee989df92fc711830a0088cca,2542,,,,0,有效
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8,4001,,,,0,失败
后来,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9_qv4gUo4vCgPQ.mp4,1244,,,,0,失败
YOUNG,https://live.ottiptv.cc/huya/20985766,2099,,,,0,有效
山东卫视,http://111.8.242.142:9999/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0,466,,,,0,有效
大连文体,http://216.75.129.13:5236/ytds.php?l=0&type=play&id=lndltv4,4002,,,,0,失败
咸鱼翻身是另一面咸鱼,https://live.ottiptv.cc/douyu/527076,4001,,,,0,失败
靖宇,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild,292,,,,0,有效
天龙八部97版,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903123,472,,,,0,有效
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=61vBao&tk=FgM0vQMejxvG,144,,,,0,有效
江西卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226344/index.m3u8,0,,,,0,失败
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],25,,,,0,失败
山东卫视,http://218.206.193.218:8888/hls/53/index.m3u8,342,,,,0,有效
大蓝雀,https://live.ottiptv.cc/douyu/8656759,1633,,,,0,有效
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=1yYo68&tk=FgM0vQMejxvG,144,,,,0,有效
青海卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8,4001,,,,0,失败
玻璃杯,https://vdse.bdstatic.com//2c068518072a1df274849ddc8b858b3e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-11-17T18%3A04%3A39Z%2F-1%2Fhost%2F91b61b21045fdfaaca7c726f370862b6ee5562af14a1fa744f5909e879de3e61&vid=15669173233678870056,1369,,,,0,有效
少女乐手,https://live.ottiptv.cc/huya/21241786,1983,,,,0,有效
东营综合,http://stream.hhek.cn/xwzh/sd/live.m3u8?shandd,4001,,,,0,失败
经典电影,http://ali.hlspull.yximgs.com/live/asdfg32522.flv,1467,,,,0,失败
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8,797,,,,0,有效
旧梦随人心,https://live.ottiptv.cc/douyu/692533,1850,,,,0,有效
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8,26,,,,0,失败
经典电影,https://ali.hlspull.yximgs.com/live/asdfg32522.flv,916,,,,0,失败
餘姚姚江文化 (576p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8,650,,,,0,有效
青海卫视 (540p),http://112.25.48.68/live/program/live/qhws/1300000/mnf.m3u8,4000,,,,0,失败
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=F8VLrG&tk=FgM0vQMejxvG,149,,,,0,有效
东营公共,http://stream.hhek.cn/ggpd/sd/live.m3u8?shandd,4002,,,,0,失败
戴萌兔,https://live.ottiptv.cc/douyu/9522315,1541,,,,0,有效
鼻屎多少卡,https://live.ottiptv.cc/huya/30080195,2989,,,,0,有效
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8,903,,,,0,有效
1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy,766,,,,0,有效
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],26,,,,0,失败
静宁综合 (1080p),http://117.156.28.119/270000001111/1110000147/index.m3u8,4001,,,,0,失败
山东卫视,http://114.254.38.234:8888/rtp/239.3.1.209:8052,518,,,,0,有效
东营科教,http://stream.hhek.cn/dyjy/sd/live.m3u8?shandd,4000,,,,0,失败
3秒爱上学习V,https://live.ottiptv.cc/douyu/9541736,1371,,,,0,有效
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,464,,,,0,有效
龙井,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild,299,,,,0,有效
爱豆来了,https://live.ottiptv.cc/huya/20432236,1650,,,,0,有效
大神级现场,https://live.ottiptv.cc/huya/21241817,2903,,,,0,有效
风尚购物 (1080p),http://183.207.248.71/cntv/live1/fengshanggw/fengshanggw,4001,,,,0,失败
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8,25,,,,0,失败
济阳综合,http://223.111.150.99:2005/difangtai/qilu.php?id=jnjyzh,4001,,,,0,失败
辽宁卫视,http://j.x.bkpcp.top/jx/LIAONHD,486,,,,0,有效
张卫健孙悟空,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=29465860,230,,,,0,失败
大连文体,http://216.75.129.13:5236/ytds.php?l=1&type=play&id=lndltv4,4001,,,,0,失败
山东卫视,http://223.167.230.155:4022/rtp/239.45.3.238:5140,3000,,,,0,失败
周星驰,http://alist.xicp.fun:35455/yy/1382736808,875,,,,0,失败
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8,232,,,,0,有效
精品体育,https://epg.pw/stream/94ed0232b61ce8d89883160a4cdfbfc8f3225cae70ef8e17d93eec249a3c8ad6.m3u8,222,,,,0,有效
小艾大叔,https://live.ottiptv.cc/douyu/9314668,1565,,,,0,有效
鹤壁新闻综合 (480p) [Not 24/7],http://pili-live-hls.hebitv.com/hebi/hebi.m3u8,554,,,,0,失败
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend,25,,,,0,失败
刘德华,http://epg.112114.xyz/douyu/2516864,910,,,,0,有效
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546,4001,,,,0,失败
济阳影视,http://223.111.150.99:2005/difangtai/qilu.php?id=jnjyys,4001,,,,0,失败
天龙八部97版,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=23903123,241,,,,0,失败
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=,1078,,,,0,失败
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=,1981,,,,0,失败
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8,193,,,,0,有效
快哥说老片,https://live.ottiptv.cc/douyu/10411518,1551,,,,0,有效
湖南卫视,http://221.226.51.220:50081/newlive/live/hls/30/live.m3u8,463,,,,0,有效
窗外,https://vdse.bdstatic.com//ebd7cb3c9f41b8beec0ff5dd0b6944ef.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2024-11-18T12%3A18%3A20Z%2F-1%2Fhost%2Ff2d5eeb45747c624a9557496532506f9dd2af57d63ca3a981ed6bd5b60f2cb31&vid=13622850985590817673,666,,,,0,有效
辽宁卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873468.m3u8,22,,,,0,失败
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8,25,,,,0,失败
高台电视台 (1080p),http://117.156.28.119/270000001111/1110000146/index.m3u8,4001,,,,0,失败
林正英,http://epg.112114.xyz/douyu/218859,567,,,,0,有效
探索世界科普,https://live.ottiptv.cc/huya/20985813,3124,,,,0,有效
鹤峰综合 [Geo-blocked],http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8,648,,,,0,失败
河南卫视,http://2280.eu.org:1234/790187291$LR•IPV4•29『线路1』,567,,,,0,有效
五彩哥哥们,https://live.ottiptv.cc/huya/29982633,2392,,,,0,有效
足球频道,https://epg.pw/stream/c7df950876e6a1ceb8be74ee86f9f702cebbbae29f1d15124ef8f86fd43161cf.m3u8,292,,,,0,有效
辽宁卫视,http://z.b.bkpcp.top/m.php?id=lnws,4000,,,,0,失败
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub$LR•IPV4•29『线路2』,21,,,,0,有效
湖南卫视,http://183.94.146.79:9901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=1&authid=0,410,,,,0,有效
辽宁卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8,0,,,,0,失败
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],25,,,,0,失败
商河综合,http://223.111.150.99:2005/difangtai/qilu.php?id=jnshzh,4002,,,,0,失败
鹿泉一套 (576p) [Not 24/7],http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8,254,,,,0,失败
渔村小马,https://live.ottiptv.cc/douyu/1447771,1643,,,,0,有效
湖南卫视,http://113.57.140.161:10081/newlive/live/hls/30/live.m3u8,433,,,,0,有效
高清电影 (1080p),http://39.134.19.76/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8,4001,,,,0,失败
每日读书,https://live.ottiptv.cc/huya/20985826,1985,,,,0,有效
鹿泉二套 (576p) [Not 24/7],http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8,215,,,,0,失败
辽宁卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226254/index.m3u8,0,,,,0,失败
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142,538,,,,0,失败
商河影视,http://223.111.150.99:2005/difangtai/qilu.php?id=jnshys,4000,,,,0,失败
龙馍馍UP,https://live.ottiptv.cc/douyu/1717648,1001,,,,0,有效
看不见的罗杰,https://live.ottiptv.cc/douyu/8821917,1605,,,,0,有效
河南卫视,http://120.76.248.139/live/bfgd/4200000339.m3u8$LR•IPV4•29『线路3』,519,,,,0,有效
邵氏影院,http://www.goodiptv.club/douyu/4246519,1668,,,,0,有效
湖南卫视,http://49.87.154.246:10091/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0,411,,,,0,有效
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824,11,,,,0,失败
河南卫视,http://107.150.60.122/live/hawshd.m3u8$LR•IPV4•29『线路4』,102,,,,0,失败
AMC音乐,https://AMChls.wns.live/hls/stream.m3u8,515,,,,0,失败
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8,0,,,,0,失败
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8,25,,,,0,失败
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8,4000,,,,0,失败
酒窝储存机,https://live.ottiptv.cc/huya/11602043,759,,,,0,有效
音乐欣赏,http://61.221.215.25:8800/hls/49/index.m3u8,300,,,,0,有效
我是一颗小虎牙,https://live.ottiptv.cc/huya/24314165,2369,,,,0,有效
长清新闻,http://223.111.150.99:2005/difangtai/qilu.php?id=jncqxw,4000,,,,0,失败
动作影院,http://kkk.888.3116598.xyz/api.php?n=tttt&id=HNbgwe&tk=FgM0vQMejxvG,145,,,,0,有效
河南卫视,http://192.151.150.154/live/hawshd.m3u8$LR•IPV4•29『线路5』,107,,,,0,失败
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226336/1.m3u8,0,,,,0,失败
芳草细雨烟,https://live.ottiptv.cc/huya/30080188,2103,,,,0,有效
湖南卫视,http://61.162.52.6:8088/newlive/live/hls/30/live.m3u8,431,,,,0,有效
籮卜君,https://live.ottiptv.cc/douyu/7495810,1737,,,,0,有效
大壮-我们不一样,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg4Nfx9wUojcTB7Qc.mp4,675,,,,0,失败
长清生活,http://223.111.150.99:2005/difangtai/qilu.php?id=jncqsh,4000,,,,0,失败
大连乐天购物,http://216.75.129.13:5236/ytds.php?l=0&type=play&id=lndltv8,4001,,,,0,失败
鹏友说电影,https://live.ottiptv.cc/douyu/9445244,1621,,,,0,有效
湖南卫视,http://120.76.248.139/live/bfgd/4200000086.m3u8,355,,,,0,有效
刑事侦缉档案,http://tv.zimtv.cn/tv/player/api/huya.php?id=23734169,929,,,,0,有效
章丘综合,http://223.111.150.99:2005/difangtai/qilu.php?id=jnzq1,4001,,,,0,失败
纬来体育,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8,4002,,,,0,失败
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226488/1.m3u8,0,,,,0,失败
河南卫视,http://198.204.228.26/live/hawshd.m3u8$LR•IPV4•29『线路6』,108,,,,0,失败
繁星点点的夜晚猫,https://live.ottiptv.cc/huya/30080194,2020,,,,0,有效
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],25,,,,0,失败
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8,1191,,,,0,有效
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,131,,,,0,有效
泌阳新闻综合,https://stream1.freetv.fun/mi-yang-xin-wen-zong-he-2.m3u8,4001,,,,0,失败
柳青瑶本尊,https://live.ottiptv.cc/douyu/2281324,1727,,,,0,有效
章丘TV-2,http://223.111.150.99:2005/difangtai/qilu.php?id=jnzq2,4001,,,,0,失败
喜剧影院,http://kkk.888.3116598.xyz/api.php?n=tttt&id=aRqMtM&tk=FgM0vQMejxvG,144,,,,0,有效
黑龙卫视 (1080p),http://223.110.243.169/PLTV/3/224/3221227252/index.m3u8,4001,,,,0,失败
小虎牙-291AplnKdh,https://live.ottiptv.cc/huya/22149408,2135,,,,0,有效
河南卫视,http://bztv.tvbus.cc:8081/cdnlive/haws.m3u8$LR•IPV4•29『线路7』,372,,,,0,失败
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8,25,,,,0,失败
平阴综合,http://223.111.150.99:2005/difangtai/qilu.php?id=jnpyzh,4001,,,,0,失败
阿福ThomasV,https://live.ottiptv.cc/douyu/9194089,1574,,,,0,有效
黑龙卫视 (1080p),http://223.110.245.139/PLTV/4/224/3221227492/index.m3u8,4002,,,,0,失败
淅川电视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226631/index.m3u8,4001,,,,0,失败
平阴生活,http://223.111.150.99:2005/difangtai/qilu.php?id=jnpysh,4000,,,,0,失败
中央电视塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8,1417,,,,0,有效
我叫Laughing哥,https://live.ottiptv.cc/huya/23734243,2424,,,,0,有效
和猫住丶,https://live.ottiptv.cc/douyu/850030,1821,,,,0,有效
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend,25,,,,0,失败
河南卫视,http://173.208.212.130:8181/720p/haws.m3u8$LR•IPV4•29『线路8』,823,,,,0,有效
动作影院,http://221.221.153.193:8888/rtp/239.3.1.92:4120,4001,,,,0,失败
黑龙卫视 (1080p),http://223.110.245.170/PLTV/3/224/3221227252/index.m3u8,4001,,,,0,失败
大连乐天购物,http://216.75.129.13:5236/ytds.php?l=1&type=play&id=lndltv8,4001,,,,0,失败
